	#node1	node2	node1_string_id	node2_string_id	combined_score
0	UQCRC2	UQCRB	9606.ENSP00000268379	9606.ENSP00000430494	0.999
1	UQCRQ	UQCRB	9606.ENSP00000367939	9606.ENSP00000430494	0.999
2	ND5	NDUFV1	9606.ENSP00000354813	9606.ENSP00000497587	0.999
3	UQCRC2	UQCRQ	9606.ENSP00000268379	9606.ENSP00000367939	0.999
4	COX1	COX2	9606.ENSP00000354499	9606.ENSP00000354876	0.999
5	NDUFV2	ND1	9606.ENSP00000327268	9606.ENSP00000354687	0.999
6	NDUFS3	ND4	9606.ENSP00000263774	9606.ENSP00000354961	0.999
7	NDUFS7	NDUFV1	9606.ENSP00000233627	9606.ENSP00000497587	0.999
8	ND1	ND3	9606.ENSP00000354687	9606.ENSP00000355206	0.999
9	ND1	NDUFS2	9606.ENSP00000354687	9606.ENSP00000356972	0.999
10	NDUFS7	ND1	9606.ENSP00000233627	9606.ENSP00000354687	0.999
11	NDUFS7	ND3	9606.ENSP00000233627	9606.ENSP00000355206	0.999
12	NDUFS7	ND4	9606.ENSP00000233627	9606.ENSP00000354961	0.999
13	ND3	NDUFS2	9606.ENSP00000355206	9606.ENSP00000356972	0.999
14	ND5	ND4	9606.ENSP00000354813	9606.ENSP00000354961	0.999
15	ND5	ND2	9606.ENSP00000354813	9606.ENSP00000355046	0.999
16	ND4	ND2	9606.ENSP00000354961	9606.ENSP00000355046	0.999
17	ND4	NDUFS2	9606.ENSP00000354961	9606.ENSP00000356972	0.999
18	COX5A	COX2	9606.ENSP00000317780	9606.ENSP00000354876	0.999
19	NDUFV2	NDUFV1	9606.ENSP00000327268	9606.ENSP00000497587	0.999
20	NDUFS3	NDUFS2	9606.ENSP00000263774	9606.ENSP00000356972	0.999
21	NDUFV2	ND4	9606.ENSP00000327268	9606.ENSP00000354961	0.999
22	NDUFS7	ND5	9606.ENSP00000233627	9606.ENSP00000354813	0.999
23	ND1	NDUFV1	9606.ENSP00000354687	9606.ENSP00000497587	0.999
24	COX2	COX7C	9606.ENSP00000354876	9606.ENSP00000425759	0.999
25	NDUFV2	NDUFS2	9606.ENSP00000327268	9606.ENSP00000356972	0.999
26	NDUFS2	NDUFV1	9606.ENSP00000356972	9606.ENSP00000497587	0.999
27	NDUFS3	ND1	9606.ENSP00000263774	9606.ENSP00000354687	0.999
28	NDUFS3	NDUFV1	9606.ENSP00000263774	9606.ENSP00000497587	0.999
29	NDUFS3	NDUFV2	9606.ENSP00000263774	9606.ENSP00000327268	0.999
30	COX5A	COX7C	9606.ENSP00000317780	9606.ENSP00000425759	0.999
31	ND1	ND4	9606.ENSP00000354687	9606.ENSP00000354961	0.999
32	ND3	NDUFV1	9606.ENSP00000355206	9606.ENSP00000497587	0.999
33	NDUFV2	ND3	9606.ENSP00000327268	9606.ENSP00000355206	0.999
34	ND2	ND3	9606.ENSP00000355046	9606.ENSP00000355206	0.999
35	ND4	NDUFV1	9606.ENSP00000354961	9606.ENSP00000497587	0.999
36	ND4	ND3	9606.ENSP00000354961	9606.ENSP00000355206	0.999
37	NDUFS3	ND3	9606.ENSP00000263774	9606.ENSP00000355206	0.999
38	NDUFS7	ND2	9606.ENSP00000233627	9606.ENSP00000355046	0.999
39	ND5	ND3	9606.ENSP00000354813	9606.ENSP00000355206	0.999
40	ND2	NDUFV1	9606.ENSP00000355046	9606.ENSP00000497587	0.999
41	ND1	ND5	9606.ENSP00000354687	9606.ENSP00000354813	0.999
42	ND1	ND2	9606.ENSP00000354687	9606.ENSP00000355046	0.999
43	SDHC	SDHD	9606.ENSP00000356953	9606.ENSP00000364699	0.999
44	ATP5F1C	ATP5F1A	9606.ENSP00000349142	9606.ENSP00000381736	0.999
45	SDHA	SDHB	9606.ENSP00000264932	9606.ENSP00000364649	0.999
46	ATP5F1C	ATP6	9606.ENSP00000349142	9606.ENSP00000354632	0.998
47	SDHC	SDHB	9606.ENSP00000356953	9606.ENSP00000364649	0.999
48	SDHA	SDHC	9606.ENSP00000264932	9606.ENSP00000356953	0.999
49	ATP6	ATP5F1A	9606.ENSP00000354632	9606.ENSP00000381736	0.998
50	SDHB	SDHD	9606.ENSP00000364649	9606.ENSP00000364699	0.999
51	DLD	DLST	9606.ENSP00000205402	9606.ENSP00000335304	0.999
52	SDHA	SDHD	9606.ENSP00000264932	9606.ENSP00000364699	0.999
53	NDUFV2	ND5	9606.ENSP00000327268	9606.ENSP00000354813	0.999
54	NDUFS3	ND5	9606.ENSP00000263774	9606.ENSP00000354813	0.999
55	ND5	NDUFS2	9606.ENSP00000354813	9606.ENSP00000356972	0.999
56	ND2	NDUFS2	9606.ENSP00000355046	9606.ENSP00000356972	0.999
57	NDUFS3	ND2	9606.ENSP00000263774	9606.ENSP00000355046	0.999
58	ATP6V1E1	ATP6V1F	9606.ENSP00000253413	9606.ENSP00000417378	0.999
59	ATP6V0D1	ATP6V1F	9606.ENSP00000290949	9606.ENSP00000417378	0.999
60	NDUFV2	ND2	9606.ENSP00000327268	9606.ENSP00000355046	0.998
61	ATP5PO	ATP5F1C	9606.ENSP00000290299	9606.ENSP00000349142	0.997
62	ATP5PO	ATP5F1A	9606.ENSP00000290299	9606.ENSP00000381736	0.999
63	DLST	OGDH	9606.ENSP00000335304	9606.ENSP00000388183	0.999
64	DLD	OGDH	9606.ENSP00000205402	9606.ENSP00000388183	0.999
65	ATP5PO	ATP6	9606.ENSP00000290299	9606.ENSP00000354632	0.992
66	UQCRC1	UQCRQ	9606.ENSP00000203407	9606.ENSP00000367939	0.999
67	UQCRC1	UQCRC2	9606.ENSP00000203407	9606.ENSP00000268379	0.999
68	IDH3G	IDH3A	9606.ENSP00000217901	9606.ENSP00000299518	0.999
69	IDH3A	IDH3B	9606.ENSP00000299518	9606.ENSP00000482773	0.999
70	UQCRC1	UQCRB	9606.ENSP00000203407	9606.ENSP00000430494	0.999
71	DLD	GLDC	9606.ENSP00000205402	9606.ENSP00000370737	0.988
72	NDUFS7	NDUFS3	9606.ENSP00000233627	9606.ENSP00000263774	0.999
73	NDUFS7	NDUFS2	9606.ENSP00000233627	9606.ENSP00000356972	0.999
74	CCT7	TCP1	9606.ENSP00000258091	9606.ENSP00000317334	0.999
75	CCT7	CCT2	9606.ENSP00000258091	9606.ENSP00000299300	0.999
76	CCT2	TCP1	9606.ENSP00000299300	9606.ENSP00000317334	0.999
77	CCT2	CCT4	9606.ENSP00000299300	9606.ENSP00000377958	0.999
78	TCP1	CCT4	9606.ENSP00000317334	9606.ENSP00000377958	0.999
79	CCT5	TCP1	9606.ENSP00000280326	9606.ENSP00000317334	0.999
80	CCT7	CCT5	9606.ENSP00000258091	9606.ENSP00000280326	0.999
81	NDUFB9	NDUFB8	9606.ENSP00000276689	9606.ENSP00000299166	0.999
82	CCT5	CCT4	9606.ENSP00000280326	9606.ENSP00000377958	0.999
83	CCT5	CCT2	9606.ENSP00000280326	9606.ENSP00000299300	0.999
84	CCT7	CCT4	9606.ENSP00000258091	9606.ENSP00000377958	0.999
85	NDUFS7	NDUFA13	9606.ENSP00000233627	9606.ENSP00000423673	0.999
86	NDUFS7	NDUFA5	9606.ENSP00000233627	9606.ENSP00000417142	0.999
87	ND1	NDUFA13	9606.ENSP00000354687	9606.ENSP00000423673	0.999
88	CCT3	TCP1	9606.ENSP00000295688	9606.ENSP00000317334	0.999
89	NDUFB10	NDUFV2	9606.ENSP00000268668	9606.ENSP00000327268	0.999
90	CCT7	CCT3	9606.ENSP00000258091	9606.ENSP00000295688	0.999
91	CCT5	CCT3	9606.ENSP00000280326	9606.ENSP00000295688	0.999
92	NDUFB10	NDUFA13	9606.ENSP00000268668	9606.ENSP00000423673	0.999
93	ND4	NDUFA13	9606.ENSP00000354961	9606.ENSP00000423673	0.999
94	NDUFS3	NDUFB9	9606.ENSP00000263774	9606.ENSP00000276689	0.999
95	NDUFB10	NDUFB11	9606.ENSP00000268668	9606.ENSP00000276062	0.999
96	COX1	COX7C	9606.ENSP00000354499	9606.ENSP00000425759	0.999
97	NDUFB5	NDUFB10	9606.ENSP00000259037	9606.ENSP00000268668	0.999
98	NDUFS7	NDUFV2	9606.ENSP00000233627	9606.ENSP00000327268	0.999
99	HADHB	HADHA	9606.ENSP00000325136	9606.ENSP00000370023	0.999
100	NDUFB11	NDUFB9	9606.ENSP00000276062	9606.ENSP00000276689	0.999
101	ND3	NDUFA13	9606.ENSP00000355206	9606.ENSP00000423673	0.999
102	NDUFB8	ND4	9606.ENSP00000299166	9606.ENSP00000354961	0.999
103	NDUFB9	ND5	9606.ENSP00000276689	9606.ENSP00000354813	0.999
104	NDUFB9	ND4	9606.ENSP00000276689	9606.ENSP00000354961	0.999
105	NDUFB10	ND4	9606.ENSP00000268668	9606.ENSP00000354961	0.999
106	NDUFB10	NDUFB8	9606.ENSP00000268668	9606.ENSP00000299166	0.999
107	NDUFS2	NDUFA5	9606.ENSP00000356972	9606.ENSP00000417142	0.999
108	NDUFB5	ND4	9606.ENSP00000259037	9606.ENSP00000354961	0.999
109	NDUFB5	NDUFB9	9606.ENSP00000259037	9606.ENSP00000276689	0.999
110	NDUFB11	NDUFS2	9606.ENSP00000276062	9606.ENSP00000356972	0.999
111	NDUFS2	NDUFA13	9606.ENSP00000356972	9606.ENSP00000423673	0.999
112	NDUFS3	NDUFA5	9606.ENSP00000263774	9606.ENSP00000417142	0.999
113	NDUFB9	NDUFV2	9606.ENSP00000276689	9606.ENSP00000327268	0.999
114	NDUFB5	ND5	9606.ENSP00000259037	9606.ENSP00000354813	0.999
115	NDUFB5	NDUFB11	9606.ENSP00000259037	9606.ENSP00000276062	0.999
116	NDUFS7	NDUFB9	9606.ENSP00000233627	9606.ENSP00000276689	0.999
117	NDUFA10	NDUFB11	9606.ENSP00000252711	9606.ENSP00000276062	0.999
118	NDUFB8	ND5	9606.ENSP00000299166	9606.ENSP00000354813	0.999
119	NDUFB11	ND4	9606.ENSP00000276062	9606.ENSP00000354961	0.999
120	NDUFB11	ND5	9606.ENSP00000276062	9606.ENSP00000354813	0.999
121	NDUFB8	NDUFV2	9606.ENSP00000299166	9606.ENSP00000327268	0.999
122	NDUFB9	NDUFA13	9606.ENSP00000276689	9606.ENSP00000423673	0.999
123	NDUFB10	NDUFA5	9606.ENSP00000268668	9606.ENSP00000417142	0.998
124	NDUFB5	NDUFA13	9606.ENSP00000259037	9606.ENSP00000423673	0.999
125	PIK3CA	PIK3R1	9606.ENSP00000263967	9606.ENSP00000428056	0.999
126	NDUFB9	NDUFA5	9606.ENSP00000276689	9606.ENSP00000417142	0.998
127	NDUFB10	NDUFB9	9606.ENSP00000268668	9606.ENSP00000276689	0.999
128	NDUFB5	ND2	9606.ENSP00000259037	9606.ENSP00000355046	0.998
129	NDUFA1	NDUFA13	9606.ENSP00000360492	9606.ENSP00000423673	0.998
130	CCT3	CCT2	9606.ENSP00000295688	9606.ENSP00000299300	0.999
131	NDUFB8	NDUFV1	9606.ENSP00000299166	9606.ENSP00000497587	0.998
132	NDUFB10	NDUFV1	9606.ENSP00000268668	9606.ENSP00000497587	0.998
133	CYC1	CYTB	9606.ENSP00000317159	9606.ENSP00000354554	0.999
134	ND1	NDUFA1	9606.ENSP00000354687	9606.ENSP00000360492	0.999
135	CCT3	CCT4	9606.ENSP00000295688	9606.ENSP00000377958	0.999
136	COX5A	COX1	9606.ENSP00000317780	9606.ENSP00000354499	0.999
137	NDUFB9	NDUFV1	9606.ENSP00000276689	9606.ENSP00000497587	0.998
138	NDUFB4	NDUFV1	9606.ENSP00000184266	9606.ENSP00000497587	0.998
139	NDUFB4	NDUFS3	9606.ENSP00000184266	9606.ENSP00000263774	0.998
140	NDUFA13	NDUFV1	9606.ENSP00000423673	9606.ENSP00000497587	0.998
141	NDUFV2	NDUFA13	9606.ENSP00000327268	9606.ENSP00000423673	0.998
142	NDUFA5	NDUFA13	9606.ENSP00000417142	9606.ENSP00000423673	0.998
143	NDUFS3	NDUFA13	9606.ENSP00000263774	9606.ENSP00000423673	0.999
144	NDUFS3	NDUFB10	9606.ENSP00000263774	9606.ENSP00000268668	0.998
145	NDUFS3	NDUFB8	9606.ENSP00000263774	9606.ENSP00000299166	0.999
146	NDUFS3	NDUFB11	9606.ENSP00000263774	9606.ENSP00000276062	0.998
147	NDUFA10	NDUFS2	9606.ENSP00000252711	9606.ENSP00000356972	0.999
148	NDUFB11	NDUFV1	9606.ENSP00000276062	9606.ENSP00000497587	0.998
149	NDUFB11	NDUFV2	9606.ENSP00000276062	9606.ENSP00000327268	0.998
150	ND1	NDUFA5	9606.ENSP00000354687	9606.ENSP00000417142	0.998
151	NDUFB4	NDUFV2	9606.ENSP00000184266	9606.ENSP00000327268	0.998
152	ATP6V0C	ATP6V0B	9606.ENSP00000329757	9606.ENSP00000434729	0.999
153	ND3	NDUFA5	9606.ENSP00000355206	9606.ENSP00000417142	0.998
154	NDUFV2	NDUFA5	9606.ENSP00000327268	9606.ENSP00000417142	0.998
155	NDUFA5	NDUFV1	9606.ENSP00000417142	9606.ENSP00000497587	0.998
156	ND2	NDUFA5	9606.ENSP00000355046	9606.ENSP00000417142	0.998
157	NDUFB9	ND1	9606.ENSP00000276689	9606.ENSP00000354687	0.998
158	NDUFB9	ND3	9606.ENSP00000276689	9606.ENSP00000355206	0.998
159	NDUFB9	NDUFS2	9606.ENSP00000276689	9606.ENSP00000356972	0.999
160	NDUFB10	NDUFS2	9606.ENSP00000268668	9606.ENSP00000356972	0.999
161	NDUFB10	ND3	9606.ENSP00000268668	9606.ENSP00000355206	0.998
162	NDUFB10	ND1	9606.ENSP00000268668	9606.ENSP00000354687	0.998
163	NDUFB10	ND5	9606.ENSP00000268668	9606.ENSP00000354813	0.998
164	ND4	NDUFA5	9606.ENSP00000354961	9606.ENSP00000417142	0.998
165	NDUFA10	NDUFA5	9606.ENSP00000252711	9606.ENSP00000417142	0.999
166	NDUFB8	ND3	9606.ENSP00000299166	9606.ENSP00000355206	0.998
167	NDUFB8	NDUFS2	9606.ENSP00000299166	9606.ENSP00000356972	0.998
168	NDUFB9	ND2	9606.ENSP00000276689	9606.ENSP00000355046	0.998
169	NDUFB4	NDUFB11	9606.ENSP00000184266	9606.ENSP00000276062	0.999
170	ND5	NDUFA5	9606.ENSP00000354813	9606.ENSP00000417142	0.998
171	ND5	NDUFA13	9606.ENSP00000354813	9606.ENSP00000423673	0.998
172	NDUFB8	NDUFA5	9606.ENSP00000299166	9606.ENSP00000417142	0.998
173	NDUFB8	ND1	9606.ENSP00000299166	9606.ENSP00000354687	0.998
174	NDUFB8	NDUFA13	9606.ENSP00000299166	9606.ENSP00000423673	0.998
175	ND2	NDUFA13	9606.ENSP00000355046	9606.ENSP00000423673	0.998
176	NDUFB4	NDUFB10	9606.ENSP00000184266	9606.ENSP00000268668	0.999
177	NDUFB5	NDUFS3	9606.ENSP00000259037	9606.ENSP00000263774	0.998
178	NDUFB11	NDUFA5	9606.ENSP00000276062	9606.ENSP00000417142	0.998
179	NDUFS7	NDUFB5	9606.ENSP00000233627	9606.ENSP00000259037	0.998
180	NDUFA10	NDUFV2	9606.ENSP00000252711	9606.ENSP00000327268	0.998
181	NDUFB5	NDUFB8	9606.ENSP00000259037	9606.ENSP00000299166	0.998
182	NDUFB11	ND2	9606.ENSP00000276062	9606.ENSP00000355046	0.998
183	NDUFB4	NDUFB9	9606.ENSP00000184266	9606.ENSP00000276689	0.998
184	NDUFB5	NDUFA5	9606.ENSP00000259037	9606.ENSP00000417142	0.997
185	NDUFB11	NDUFB8	9606.ENSP00000276062	9606.ENSP00000299166	0.998
186	NDUFB4	NDUFB8	9606.ENSP00000184266	9606.ENSP00000299166	0.997
187	NDUFB4	ND4	9606.ENSP00000184266	9606.ENSP00000354961	0.999
188	NDUFB4	ND5	9606.ENSP00000184266	9606.ENSP00000354813	0.997
189	NDUFA10	ND4	9606.ENSP00000252711	9606.ENSP00000354961	0.997
190	NDUFA10	ND2	9606.ENSP00000252711	9606.ENSP00000355046	0.997
191	NDUFS7	NDUFB11	9606.ENSP00000233627	9606.ENSP00000276062	0.997
192	NDUFV2	NDUFA1	9606.ENSP00000327268	9606.ENSP00000360492	0.998
193	NDUFA1	NDUFV1	9606.ENSP00000360492	9606.ENSP00000497587	0.997
194	NDUFB10	NDUFA1	9606.ENSP00000268668	9606.ENSP00000360492	0.997
195	NDUFA1	NDUFA5	9606.ENSP00000360492	9606.ENSP00000417142	0.998
196	NDUFS3	NDUFA1	9606.ENSP00000263774	9606.ENSP00000360492	0.997
197	ATP5F1B	ATP5PB	9606.ENSP00000262030	9606.ENSP00000358737	0.998
198	NDUFS7	NDUFB8	9606.ENSP00000233627	9606.ENSP00000299166	0.997
199	NDUFB11	NDUFA1	9606.ENSP00000276062	9606.ENSP00000360492	0.998
200	NDUFB5	NDUFV2	9606.ENSP00000259037	9606.ENSP00000327268	0.997
201	NDUFB11	NDUFA13	9606.ENSP00000276062	9606.ENSP00000423673	0.998
202	NDUFB11	ND1	9606.ENSP00000276062	9606.ENSP00000354687	0.997
203	NDUFB5	NDUFS2	9606.ENSP00000259037	9606.ENSP00000356972	0.997
204	NDUFS2	NDUFA1	9606.ENSP00000356972	9606.ENSP00000360492	0.997
205	NDUFA1	NDUFB2	9606.ENSP00000360492	9606.ENSP00000419087	0.997
206	ATP5PD	ATP5ME	9606.ENSP00000301587	9606.ENSP00000306003	0.997
207	NDUFB4	NDUFA1	9606.ENSP00000184266	9606.ENSP00000360492	0.997
208	ND5	NDUFA1	9606.ENSP00000354813	9606.ENSP00000360492	0.998
209	ATP5F1B	ATP5F1A	9606.ENSP00000262030	9606.ENSP00000381736	0.999
210	NDUFB5	NDUFA1	9606.ENSP00000259037	9606.ENSP00000360492	0.997
211	ATP5ME	ATP5F1A	9606.ENSP00000306003	9606.ENSP00000381736	0.997
212	NDUFB9	NDUFA1	9606.ENSP00000276689	9606.ENSP00000360492	0.997
213	ATP8	ATP5PB	9606.ENSP00000355265	9606.ENSP00000358737	0.996
214	NDUFB8	NDUFA1	9606.ENSP00000299166	9606.ENSP00000360492	0.997
215	ND4	NDUFA1	9606.ENSP00000354961	9606.ENSP00000360492	0.996
216	NDUFA10	NDUFA1	9606.ENSP00000252711	9606.ENSP00000360492	0.998
217	ND5	NDUFB2	9606.ENSP00000354813	9606.ENSP00000419087	0.996
218	NDUFB8	NDUFB2	9606.ENSP00000299166	9606.ENSP00000419087	0.998
219	NDUFS7	NDUFA1	9606.ENSP00000233627	9606.ENSP00000360492	0.996
220	NDUFS7	NDUFA10	9606.ENSP00000233627	9606.ENSP00000252711	0.997
221	ATP5F1B	ATP5PD	9606.ENSP00000262030	9606.ENSP00000301587	0.998
222	NDUFS7	NDUFB10	9606.ENSP00000233627	9606.ENSP00000268668	0.997
223	NDUFB10	ND2	9606.ENSP00000268668	9606.ENSP00000355046	0.996
224	ATP5PD	ATP5F1A	9606.ENSP00000301587	9606.ENSP00000381736	0.997
225	NDUFA10	NDUFV1	9606.ENSP00000252711	9606.ENSP00000497587	0.996
226	NDUFB8	ND2	9606.ENSP00000299166	9606.ENSP00000355046	0.996
227	NDUFA10	NDUFS3	9606.ENSP00000252711	9606.ENSP00000263774	0.997
228	ATP5F1C	ATP5PB	9606.ENSP00000349142	9606.ENSP00000358737	0.998
229	ATP5ME	ATP5PB	9606.ENSP00000306003	9606.ENSP00000358737	0.997
230	ATP5F1B	ATP5F1C	9606.ENSP00000262030	9606.ENSP00000349142	0.999
231	ATP5PB	ATP5F1A	9606.ENSP00000358737	9606.ENSP00000381736	0.998
232	ATP5PD	ATP5F1C	9606.ENSP00000301587	9606.ENSP00000349142	0.996
233	ATP5PD	ATP5PB	9606.ENSP00000301587	9606.ENSP00000358737	0.998
234	NDUFA10	NDUFB10	9606.ENSP00000252711	9606.ENSP00000268668	0.998
235	NDUFB4	NDUFS7	9606.ENSP00000184266	9606.ENSP00000233627	0.995
236	NDUFB4	NDUFA10	9606.ENSP00000184266	9606.ENSP00000252711	0.995
237	NDUFB4	ND2	9606.ENSP00000184266	9606.ENSP00000355046	0.995
238	NDUFA10	ND3	9606.ENSP00000252711	9606.ENSP00000355206	0.996
239	NDUFB5	ND1	9606.ENSP00000259037	9606.ENSP00000354687	0.995
240	NDUFB4	NDUFA5	9606.ENSP00000184266	9606.ENSP00000417142	0.995
241	NDUFA10	NDUFB9	9606.ENSP00000252711	9606.ENSP00000276689	0.998
242	NDUFB4	NDUFB5	9606.ENSP00000184266	9606.ENSP00000259037	0.998
243	NDUFB4	NDUFS2	9606.ENSP00000184266	9606.ENSP00000356972	0.995
244	NDUFA10	NDUFB5	9606.ENSP00000252711	9606.ENSP00000259037	0.996
245	NDUFB5	NDUFV1	9606.ENSP00000259037	9606.ENSP00000497587	0.995
246	NDUFB4	ND3	9606.ENSP00000184266	9606.ENSP00000355206	0.995
247	NDUFA10	NDUFB8	9606.ENSP00000252711	9606.ENSP00000299166	0.997
248	NDUFA10	ND5	9606.ENSP00000252711	9606.ENSP00000354813	0.995
249	NDUFB5	ND3	9606.ENSP00000259037	9606.ENSP00000355206	0.995
250	NDUFB11	ND3	9606.ENSP00000276062	9606.ENSP00000355206	0.995
251	NDUFA10	NDUFA13	9606.ENSP00000252711	9606.ENSP00000423673	0.995
252	NDUFB4	NDUFA13	9606.ENSP00000184266	9606.ENSP00000423673	0.996
253	NDUFB4	ND1	9606.ENSP00000184266	9606.ENSP00000354687	0.994
254	NDUFA10	ND1	9606.ENSP00000252711	9606.ENSP00000354687	0.994
255	ND3	NDUFA1	9606.ENSP00000355206	9606.ENSP00000360492	0.994
256	ATP5ME	ATP8	9606.ENSP00000306003	9606.ENSP00000355265	0.994
257	ND2	NDUFA1	9606.ENSP00000355046	9606.ENSP00000360492	0.994
258	ATP5F1B	ATP5ME	9606.ENSP00000262030	9606.ENSP00000306003	0.995
259	ND1	NDUFB2	9606.ENSP00000354687	9606.ENSP00000419087	0.993
260	NDUFS7	NDUFB2	9606.ENSP00000233627	9606.ENSP00000419087	0.993
261	NDUFB4	NDUFB2	9606.ENSP00000184266	9606.ENSP00000419087	0.996
262	NDUFA10	NDUFB2	9606.ENSP00000252711	9606.ENSP00000419087	0.993
263	ND3	NDUFB2	9606.ENSP00000355206	9606.ENSP00000419087	0.993
264	NDUFV2	NDUFB2	9606.ENSP00000327268	9606.ENSP00000419087	0.993
265	NDUFA5	NDUFB2	9606.ENSP00000417142	9606.ENSP00000419087	0.993
266	ND2	NDUFB2	9606.ENSP00000355046	9606.ENSP00000419087	0.993
267	NDUFB9	NDUFB2	9606.ENSP00000276689	9606.ENSP00000419087	0.997
268	NDUFB10	NDUFB2	9606.ENSP00000268668	9606.ENSP00000419087	0.993
269	NDUFS2	NDUFB2	9606.ENSP00000356972	9606.ENSP00000419087	0.993
270	NDUFB5	NDUFB2	9606.ENSP00000259037	9606.ENSP00000419087	0.994
271	NDUFB2	NDUFV1	9606.ENSP00000419087	9606.ENSP00000497587	0.993
272	NDUFB2	NDUFA13	9606.ENSP00000419087	9606.ENSP00000423673	0.993
273	ND4	NDUFB2	9606.ENSP00000354961	9606.ENSP00000419087	0.993
274	NDUFB11	NDUFB2	9606.ENSP00000276062	9606.ENSP00000419087	0.993
275	NDUFS3	NDUFB2	9606.ENSP00000263774	9606.ENSP00000419087	0.993
276	ATP5ME	ATP6	9606.ENSP00000306003	9606.ENSP00000354632	0.991
277	ATP6	ATP5PB	9606.ENSP00000354632	9606.ENSP00000358737	0.991
278	ATP6	ATP8	9606.ENSP00000354632	9606.ENSP00000355265	0.999
279	ATP5PD	ATP6	9606.ENSP00000301587	9606.ENSP00000354632	0.993
280	ATP5PD	ATP8	9606.ENSP00000301587	9606.ENSP00000355265	0.991
281	ATP5F1B	ATP6	9606.ENSP00000262030	9606.ENSP00000354632	0.993
282	VDAC2	VDAC3	9606.ENSP00000361635	9606.ENSP00000428845	0.995
283	ATP5ME	ATP5F1C	9606.ENSP00000306003	9606.ENSP00000349142	0.988
284	VDAC1	VDAC3	9606.ENSP00000378487	9606.ENSP00000428845	0.988
285	ATP5F1B	ATP8	9606.ENSP00000262030	9606.ENSP00000355265	0.986
286	VDAC2	VDAC1	9606.ENSP00000361635	9606.ENSP00000378487	0.993
287	ATP5F1C	ATP8	9606.ENSP00000349142	9606.ENSP00000355265	0.984
288	ATP8	ATP5F1A	9606.ENSP00000355265	9606.ENSP00000381736	0.979
289	ATP6V1E1	ATP6V0D1	9606.ENSP00000253413	9606.ENSP00000290949	0.997
290	SPTLC2	SPTLC1	9606.ENSP00000216484	9606.ENSP00000262554	0.999
291	NDUFS7	NDUFA9	9606.ENSP00000233627	9606.ENSP00000266544	0.999
292	NDUFS3	NDUFA9	9606.ENSP00000263774	9606.ENSP00000266544	0.999
293	ND5	NDUFA11	9606.ENSP00000354813	9606.ENSP00000389160	0.999
294	CCT8	TCP1	9606.ENSP00000286788	9606.ENSP00000317334	0.999
295	CCT7	CCT8	9606.ENSP00000258091	9606.ENSP00000286788	0.999
296	CCT8	CCT3	9606.ENSP00000286788	9606.ENSP00000295688	0.999
297	UQCRH	UQCRQ	9606.ENSP00000309565	9606.ENSP00000367939	0.999
298	ND2	NDUFA11	9606.ENSP00000355046	9606.ENSP00000389160	0.998
299	NDUFB4	NDUFA11	9606.ENSP00000184266	9606.ENSP00000389160	0.998
300	NDUFB5	NDUFA11	9606.ENSP00000259037	9606.ENSP00000389160	0.998
301	ND4	NDUFA11	9606.ENSP00000354961	9606.ENSP00000389160	0.998
302	NDUFB10	NDUFC2	9606.ENSP00000268668	9606.ENSP00000281031	0.998
303	NDUFB11	NDUFC2	9606.ENSP00000276062	9606.ENSP00000281031	0.998
304	NDUFB5	NDUFC2	9606.ENSP00000259037	9606.ENSP00000281031	0.998
305	NDUFA9	NDUFA13	9606.ENSP00000266544	9606.ENSP00000423673	0.999
306	NDUFA9	NDUFV2	9606.ENSP00000266544	9606.ENSP00000327268	0.999
307	NDUFA9	NDUFS2	9606.ENSP00000266544	9606.ENSP00000356972	0.999
308	NDUFA9	NDUFB10	9606.ENSP00000266544	9606.ENSP00000268668	0.999
309	NDUFA9	NDUFA5	9606.ENSP00000266544	9606.ENSP00000417142	0.998
310	NDUFA9	NDUFV1	9606.ENSP00000266544	9606.ENSP00000497587	0.999
311	NDUFA9	NDUFB8	9606.ENSP00000266544	9606.ENSP00000299166	0.999
312	NDUFA9	ND5	9606.ENSP00000266544	9606.ENSP00000354813	0.998
313	NDUFC2	ND2	9606.ENSP00000281031	9606.ENSP00000355046	0.998
314	UQCRC2	UQCRH	9606.ENSP00000268379	9606.ENSP00000309565	0.998
315	NDUFA9	NDUFB11	9606.ENSP00000266544	9606.ENSP00000276062	0.997
316	NDUFB4	NDUFA9	9606.ENSP00000184266	9606.ENSP00000266544	0.997
317	NDUFC2	ND4	9606.ENSP00000281031	9606.ENSP00000354961	0.997
318	CCT5	CCT8	9606.ENSP00000280326	9606.ENSP00000286788	0.999
319	NDUFA10	NDUFA9	9606.ENSP00000252711	9606.ENSP00000266544	0.999
320	NDUFB5	NDUFA9	9606.ENSP00000259037	9606.ENSP00000266544	0.998
321	UQCRH	UQCRB	9606.ENSP00000309565	9606.ENSP00000430494	0.999
322	NDUFS7	NDUFA11	9606.ENSP00000233627	9606.ENSP00000389160	0.998
323	NDUFA10	NDUFA11	9606.ENSP00000252711	9606.ENSP00000389160	0.997
324	NDUFA9	NDUFB9	9606.ENSP00000266544	9606.ENSP00000276689	0.999
325	CCT8	CCT4	9606.ENSP00000286788	9606.ENSP00000377958	0.999
326	UQCRC1	UQCRH	9606.ENSP00000203407	9606.ENSP00000309565	0.999
327	NDUFA10	NDUFC2	9606.ENSP00000252711	9606.ENSP00000281031	0.997
